model_id,target,nmae,ficr,eligible_hours,group_score
w3_lgbm_l1_baseline_catboost_rmse_h2o_automl_0.70_0.20_0.10,kpx_group_2,0.12265073574915257,0.43714469532927785,4976,0.6572469797900626
w3_lgbm_l1_baseline_catboost_rmse_h2o_automl_0.70_0.20_0.10,kpx_group_3,0.14308815452867496,0.27281706462052174,4566,0.5648644550459234
w3_lgbm_l1_baseline_gradient_boosting_quantile_h2o_automl_0.70_0.10_0.20,kpx_group_1,0.11682384764598815,0.40634617141342394,4989,0.6447611618837179
w3_lgbm_l1_baseline_gradient_boosting_quantile_h2o_automl_0.70_0.10_0.20,kpx_group_2,0.12292328646404876,0.433781940926486,4976,0.6554293272312186
w3_lgbm_l1_baseline_gradient_boosting_quantile_h2o_automl_0.70_0.10_0.20,kpx_group_3,0.14227157642504892,0.2760931286498418,4566,0.5669107761123964
w2_lgbm_catboost_rmse_0.80,kpx_group_1,0.11692455809586581,0.4066832563289845,4989,0.6448793491165594
w2_lgbm_catboost_rmse_0.80,kpx_group_2,0.1231980797470233,0.4390428436114994,4976,0.6579223819322381
w2_lgbm_catboost_rmse_0.80,kpx_group_3,0.14320250852684002,0.2713712457980611,4566,0.5640843686356105
w3_lgbm_l1_baseline_gradient_boosting_quantile_h2o_automl_0.70_0.20_0.10,kpx_group_1,0.11699526740017506,0.40196352675091684,4989,0.6424841296753709
w3_lgbm_l1_baseline_gradient_boosting_quantile_h2o_automl_0.70_0.20_0.10,kpx_group_2,0.12321862458829494,0.4316085932543334,4976,0.6541949843330193
w3_lgbm_l1_baseline_gradient_boosting_quantile_h2o_automl_0.70_0.20_0.10,kpx_group_3,0.14113116470176185,0.28119157935358735,4566,0.5700302073259127
w3_lgbm_l1_baseline_gradient_boosting_quantile_h2o_automl_0.80_0.10_0.10,kpx_group_1,0.11707073180020541,0.40427015698561997,4989,0.6435997125927073
w3_lgbm_l1_baseline_gradient_boosting_quantile_h2o_automl_0.80_0.10_0.10,kpx_group_2,0.12346838027132255,0.43562497075514817,4976,0.6560782952419129
w3_lgbm_l1_baseline_gradient_boosting_quantile_h2o_automl_0.80_0.10_0.10,kpx_group_3,0.14232507086936433,0.27588702766773426,4566,0.566780978399185
w2_lgbm_catboost_quantile_055_0.90,kpx_group_1,0.11739691182906026,0.41029106438022417,4989,0.646447076275582
w2_lgbm_catboost_quantile_055_0.90,kpx_group_2,0.12432900287702325,0.4359605973211532,4976,0.6558157972220651
